season,Coach,Team,conference,current_season_W,current_season_L,current_season_W-L%,current_season_AP Pre,current_season_AP Post,current_season_NCAA Tournament,career_at_school_Since,career_at_school_W,career_at_school_L,career_at_school_W-L%,career_at_school_NCAA,career_at_school_S16,career_at_school_FF,career_at_school_Chmp,career_overall_W,career_overall_L,career_overall_W-L%,career_overall_NCAA,career_overall_S16,career_overall_FF,career_overall_Chmp
2006,Jamie Dixon,Pitt,Big East,25,8,0.758,0,16,Lost Second Round,2003-04,76,22,0.776,3,1,0,0,76,22,0.776,3,1,0,0
2006,Bob Thomason,Pacific,Big West,24,8,0.75,0,0,Lost First Round,1988-89,310,221,0.584,4,0,0,0,310,221,0.584,4,0,0,0
2006,Bruce Pearl,Tennessee,SEC,22,8,0.733,0,18,Lost Second Round,2005-06,22,8,0.733,1,0,0,0,108,46,0.701,3,1,0,0
2006,Todd Lickliter,Butler,Horizon,20,13,0.606,0,0,0,2001-02,102,54,0.654,1,1,0,0,102,54,0.654,1,1,0,0
2006,Kevin Stallings,Vanderbilt,SEC,17,13,0.567,0,0,0,1999-00,122,96,0.56,1,1,0,0,245,159,0.606,3,1,0,0
2006,Mike Brey,Notre Dame,Big East,16,14,0.533,0,0,0,2000-01,118,70,0.628,3,1,0,0,217,122,0.64,5,1,0,0
2006,Trent Johnson,Stanford,Pac-10,16,14,0.533,13,0,0,2004-05,34,27,0.557,1,0,0,0,113,101,0.528,2,1,0,0
2006,Rick Stansbury,Mississippi State,SEC,15,15,0.5,0,0,0,1998-99,164,90,0.646,4,0,0,0,164,90,0.646,4,0,0,0
2006,Ray Giacoletti,Utah,MWC,14,15,0.483,0,0,0,2004-05,43,21,0.672,1,1,0,0,112,71,0.612,2,1,0,0
2006,John Calipari,Memphis,CUSA,33,4,0.892,12,4,Lost Regional Final,2000-01,148,59,0.715,3,1,0,0,341,130,0.724,8,4,1,0
2006,Pat Flannery,Bucknell,Patriot,27,5,0.844,0,0,Lost Second Round,1994-95,199,151,0.569,2,0,0,0,199,151,0.569,2,0,0,0
2006,Mark Fox,Nevada,WAC,27,6,0.818,22,20,Lost First Round,2004-05,52,13,0.8,2,0,0,0,52,13,0.8,2,0,0,0
2006,Chris Lowery,Southern Illinois,MVC,22,11,0.667,0,0,Lost First Round,2004-05,49,19,0.721,2,0,0,0,49,19,0.721,2,0,0,0
2006,Ben Braun,California,Pac-10,20,11,0.645,0,0,Lost First Round,1996-97,186,121,0.606,5,1,0,0,370,254,0.593,8,2,0,0
2006,Bobby Gonzalez,Manhattan,MAAC,20,11,0.645,0,0,0,1999-00,129,77,0.626,2,0,0,0,129,77,0.626,2,0,0,0
2006,Mike Davis,Indiana,Big Ten,19,12,0.613,24,0,Lost Second Round,2000-01,115,79,0.593,4,1,1,0,115,79,0.593,4,1,1,0
2006,Louis Orr,Seton Hall,Big East,18,12,0.6,0,0,Lost First Round,2001-02,80,69,0.537,2,0,0,0,100,80,0.556,2,0,0,0
2006,Wayne Morgan,Iowa State,Big 12,16,14,0.533,25,0,0,2003-04,55,39,0.585,1,0,0,0,146,123,0.543,1,0,0,0
2006,Dave Leitao,Virginia,ACC,15,15,0.5,0,0,0,2005-06,15,15,0.5,0,0,0,0,95,84,0.531,1,0,0,0
2006,Rob Evans,Arizona State,Pac-10,11,17,0.393,0,0,0,1998-99,119,120,0.498,1,0,0,0,205,201,0.505,3,0,0,0
2006,Quin Snyder,Missouri,Big 12,10,11,0.476,0,0,0,1999-00,126,91,0.581,4,1,0,0,126,91,0.581,4,1,0,0
2006,Jay Smith,Central Michigan,MAC,4,24,0.143,0,0,0,1997-98,95,160,0.373,1,0,0,0,95,160,0.373,1,0,0,0
2006,John Brady,LSU,SEC,27,9,0.75,0,19,Lost National Semifinal,1997-98,167,111,0.601,4,2,1,0,256,188,0.577,4,2,1,0
2006,Karl Hobbs,George Washington,A-10,27,3,0.9,21,14,Lost Second Round,2001-02,91,56,0.619,2,0,0,0,91,56,0.619,2,0,0,0
2006,Jim Larranaga,George Mason,CAA,27,8,0.771,0,0,Lost National Semifinal,1997-98,166,105,0.613,3,1,1,0,335,250,0.573,3,1,1,0
2006,Mike McConathy,Northwestern State,Southland,26,8,0.765,0,0,Lost Second Round,1999-00,113,102,0.526,2,0,0,0,113,102,0.526,2,0,0,0
2006,Tom Pecora,Hofstra,CAA,26,7,0.788,0,0,0,2001-02,81,72,0.529,0,0,0,0,81,72,0.529,0,0,0,0
2006,Mark Turgeon,Wichita State,MVC,26,9,0.743,0,0,Lost Regional Semifinal,2000-01,111,76,0.594,1,1,0,0,136,105,0.564,1,1,0,0
2006,Steve Alford,Iowa,Big Ten,25,9,0.735,20,15,Lost First Round,1999-00,135,92,0.595,3,0,0,0,213,140,0.603,4,1,0,0
2006,Brad Brownell,UNC Wilmington,CAA,25,8,0.758,0,0,Lost First Round,2002-03,83,40,0.675,2,0,0,0,83,40,0.675,2,0,0,0
2006,Jim Christian,Kent State,MAC,25,9,0.735,0,0,Lost First Round,2002-03,88,41,0.682,1,0,0,0,88,41,0.682,1,0,0,0
2006,Jeff Bzdelik,Air Force,MWC,24,7,0.774,0,0,Lost First Round,2005-06,24,7,0.774,1,0,0,0,49,38,0.563,1,0,0,0
2006,Mick Cronin,Murray State,OVC,24,7,0.774,0,0,Lost First Round,2003-04,69,24,0.742,2,0,0,0,69,24,0.742,2,0,0,0
2006,Steve Fisher ,San Diego State,MWC,24,9,0.727,0,0,Lost First Round,1999-00,105,106,0.498,2,0,0,0,290,187,0.608,9,4,3,1
2006,Larry Krystkowiak,Montana,Big Sky,24,7,0.774,0,0,Lost Second Round,2004-05,42,20,0.677,2,0,0,0,42,20,0.677,2,0,0,0
2006,John Pelphrey,South Alabama,Sun Belt,24,7,0.774,0,0,Lost First Round,2002-03,60,55,0.522,1,0,0,0,60,55,0.522,1,0,0,0
2006,Blaine Taylor,Old Dominion,CAA,24,10,0.706,0,0,0,2001-02,94,59,0.614,1,0,0,0,235,125,0.653,3,0,0,0
2006,Jim Boeheim ,Syracuse,Big East,23,12,0.657,16,21,Lost First Round,1976-77,726,253,0.742,25,13,3,1,726,253,0.742,25,13,3,1
2006,Keith Dambrot,Akron,MAC,23,10,0.697,0,0,0,2004-05,42,20,0.677,0,0,0,0,62,54,0.534,0,0,0,0
2006,Darrin Horn,Western Kentucky,Sun Belt,23,8,0.742,0,0,0,2003-04,60,30,0.667,0,0,0,0,60,30,0.667,0,0,0,0
2006,Gregg Marshall,Winthrop,Big South,23,8,0.742,0,0,Lost First Round,1998-99,165,78,0.679,6,0,0,0,165,78,0.679,6,0,0,0
2006,Greg McDermott,Northern Iowa,MVC,23,10,0.697,0,0,Lost First Round,2001-02,90,63,0.588,3,0,0,0,90,63,0.588,3,0,0,0
2006,Stew Morrill,Utah State,WAC,23,9,0.719,0,0,Lost First Round,1998-99,190,63,0.751,5,0,0,0,408,201,0.67,6,0,0,0
2006,Dave Odom,South Carolina,SEC,23,15,0.605,0,0,0,2001-02,100,70,0.588,1,0,0,0,377,245,0.606,9,3,0,0
2006,Jeff Ruland,Iona,MAAC,23,8,0.742,0,0,Lost First Round,1998-99,137,107,0.561,3,0,0,0,137,107,0.561,3,0,0,0
2006,John Thompson III,Georgetown,Big East,23,10,0.697,0,23,Lost Regional Semifinal,2004-05,42,23,0.646,1,1,0,0,110,65,0.629,3,1,0,0
2006,Tommy Amaker,Michigan,Big Ten,22,11,0.667,0,0,0,2001-02,86,71,0.548,0,0,0,0,154,126,0.55,1,1,0,0
2006,Billy Gillispie,Texas A&M,Big 12,22,9,0.71,0,0,Lost Second Round,2004-05,43,19,0.694,1,0,0,0,73,51,0.589,2,0,0,0
2006,Stan Heath,Arkansas,SEC,22,10,0.688,0,0,Lost First Round,2002-03,61,57,0.517,1,0,0,0,91,63,0.591,2,1,0,0
2006,Barry Hinson,Missouri State,MVC,22,9,0.71,0,0,0,1999-00,130,90,0.591,0,0,0,0,166,113,0.595,0,0,0,0
2006,Rob Jeter,Milwaukee,Horizon,22,9,0.71,0,0,Lost Second Round,2005-06,22,9,0.71,1,0,0,0,22,9,0.71,1,0,0,0
2006,Jim Les,Bradley,MVC,22,11,0.667,0,0,Lost Regional Semifinal,2002-03,62,60,0.508,1,1,0,0,62,60,0.508,1,1,0,0
2006,Bob Marlin,Sam Houston,Southland,22,9,0.71,0,0,0,1998-99,138,93,0.597,1,0,0,0,138,93,0.597,1,0,0,0
2006,Mike Adras,Northern Arizona,Big Sky,21,11,0.656,0,0,0,1999-00,111,94,0.541,1,0,0,0,111,94,0.541,1,0,0,0
2006,Will Brown,Albany (NY),AEC,21,11,0.656,0,0,Lost First Round,2001-02,53,83,0.39,1,0,0,0,53,83,0.39,1,0,0,0
2006,Greg Jackson,Delaware State,MEAC,21,14,0.6,0,0,0,2000-01,97,83,0.539,1,0,0,0,97,83,0.539,1,0,0,0
2006,Andy Kennedy,Cincinnati,Big East,21,13,0.618,0,0,0,2005-06,21,13,0.618,0,0,0,0,21,13,0.618,0,0,0,0
2006,Sean Miller,Xavier,A-10,21,11,0.656,0,0,Lost First Round,2004-05,38,23,0.623,1,0,0,0,38,23,0.623,1,0,0,0
2006,Tommy Penders,Houston,CUSA,21,10,0.677,0,0,0,2004-05,39,24,0.619,0,0,0,0,512,367,0.582,10,3,0,0
2006,Doc Sadler,UTEP,CUSA,21,10,0.677,0,0,0,2004-05,48,18,0.727,1,0,0,0,48,18,0.727,1,0,0,0
2006,Scott Sanderson,Lipscomb,A-Sun,21,11,0.656,0,0,0,2002-03,52,64,0.448,0,0,0,0,52,64,0.448,0,0,0,0
2006,Scott Sutton,Oral Roberts,Mid-Cont,21,12,0.636,0,0,Lost First Round,1999-00,121,91,0.571,1,0,0,0,121,91,0.571,1,0,0,0
2006,Dana Altman,Creighton,MVC,20,10,0.667,0,0,0,1994-95,238,130,0.647,6,0,0,0,321,197,0.62,7,0,0,0
2006,Ronnie Arrow,Texas A&M-Corpus Christi,Ind,20,8,0.714,0,0,0,2002-03,69,42,0.622,0,0,0,0,183,135,0.575,2,0,0,0
2006,Rick Byrd,Belmont,A-Sun,20,11,0.645,0,0,Lost First Round,1999-00,103,101,0.505,1,0,0,0,103,101,0.505,1,0,0,0
2006,Fran Dunphy,Penn,Ivy,20,9,0.69,0,0,Lost First Round,1989-90,310,163,0.655,9,0,0,0,310,163,0.655,9,0,0,0
2006,Tom Green,Fairleigh Dickinson,NEC,20,12,0.625,0,0,0,1983-84,378,292,0.564,4,0,0,0,378,292,0.564,4,0,0,0
2006,Leonard Hamilton,Florida State,ACC,20,10,0.667,0,0,0,2002-03,65,58,0.528,0,0,0,0,265,268,0.497,3,1,0,0
2006,Stan Joplin,Toledo,MAC,20,11,0.645,0,0,0,1996-97,172,124,0.581,0,0,0,0,172,124,0.581,0,0,0,0
2006,Bob McKillop,Davidson,Southern,20,11,0.645,0,0,Lost First Round,1989-90,282,213,0.57,3,0,0,0,282,213,0.57,3,0,0,0
2006,Ricardo Patton,Colorado,Big 12,20,10,0.667,0,0,0,1995-96,177,140,0.558,2,0,0,0,177,140,0.558,2,0,0,0
2006,Buzz Peterson,Coastal Carolina,Big South,20,10,0.667,0,0,0,2005-06,20,10,0.667,0,0,0,0,186,119,0.61,1,0,0,0
2006,Jeff Price,Georgia Southern,Southern,20,10,0.667,0,0,0,1999-00,122,83,0.595,0,0,0,0,122,83,0.595,0,0,0,0
2006,Keith Richard,Louisiana Tech,WAC,20,13,0.606,0,0,0,1998-99,140,97,0.591,0,0,0,0,140,97,0.591,0,0,0,0
2006,Dave Rose,BYU,MWC,20,9,0.69,0,0,0,2005-06,20,9,0.69,0,0,0,0,20,9,0.69,0,0,0,0
2006,Rob Spivery,Southern,SWAC,20,13,0.606,0,0,Lost First Round,2005-06,20,13,0.606,1,0,0,0,149,149,0.5,3,0,0,0
2006,Jimmy Tillette,Samford,OVC,20,11,0.645,0,0,0,1997-98,149,113,0.569,2,0,0,0,149,113,0.569,2,0,0,0
2006,Ralph Willard,Holy Cross,Patriot,20,12,0.625,0,0,0,1999-00,134,80,0.626,3,0,0,0,278,204,0.577,5,1,0,0
2006,Matt Brady,Marist,MAAC,19,10,0.655,0,0,0,2004-05,30,27,0.526,0,0,0,0,30,27,0.526,0,0,0,0
2006,Dave Calloway,Monmouth,NEC,19,15,0.559,0,0,Lost First Round,1997-98,130,122,0.516,3,0,0,0,130,122,0.516,3,0,0,0
2006,Jeff Capel III,VCU,CAA,19,10,0.655,0,0,0,2002-03,79,41,0.658,1,0,0,0,79,41,0.658,1,0,0,0
2006,Barry Collier,Nebraska,Big 12,19,14,0.576,0,0,0,2000-01,89,91,0.494,0,0,0,0,285,223,0.561,3,0,0,0
2006,Ron Everhart,Northeastern,CAA,19,11,0.633,0,0,0,2001-02,82,68,0.547,0,0,0,0,174,172,0.503,0,0,0,0
2006,Ron Hunter,IUPUI,Mid-Cont,19,10,0.655,0,0,0,1998-99,120,118,0.504,1,0,0,0,120,118,0.504,1,0,0,0
2006,Bobby Lutz,Charlotte,A-10,19,13,0.594,0,0,0,1998-99,154,96,0.616,5,0,0,0,154,96,0.616,5,0,0,0
2006,Tim O'Shea,Ohio,MAC,19,11,0.633,0,0,0,2001-02,81,69,0.54,1,0,0,0,81,69,0.54,1,0,0,0
2006,Oliver Purnell,Clemson,ACC,19,13,0.594,0,0,0,2003-04,45,47,0.489,0,0,0,0,301,238,0.558,3,0,0,0
2006,Duane Reboul,Birmingham-Southern,Big South,19,9,0.679,0,0,0,2002-03,74,39,0.655,0,0,0,0,74,39,0.655,0,0,0,0
2006,John Shulman,Chattanooga,Southern,19,13,0.594,0,0,0,2004-05,39,24,0.619,1,0,0,0,39,24,0.619,1,0,0,0
2006,Mike Sutton,Tennessee Tech,OVC,19,12,0.613,0,0,0,2002-03,70,50,0.583,0,0,0,0,70,50,0.583,0,0,0,0
2006,Billy Taylor,Lehigh,Patriot,19,12,0.613,0,0,0,2002-03,69,50,0.58,1,0,0,0,69,50,0.58,1,0,0,0
2006,Gary Waters,Rutgers,Big East,19,14,0.576,0,0,0,2001-02,79,75,0.513,0,0,0,0,171,135,0.559,2,0,0,0
2006,Jim Whitesell,Loyola (IL),Horizon,19,11,0.633,0,0,0,2004-05,32,28,0.533,0,0,0,0,32,28,0.533,0,0,0,0
2006,Reggie Witherspoon,Buffalo,MAC,19,13,0.594,0,0,0,1999-00,83,120,0.409,0,0,0,0,83,120,0.409,0,0,0,0
2006,Charlie Coles,Miami (OH),MAC,18,11,0.621,0,0,0,1996-97,175,126,0.581,2,1,0,0,266,211,0.558,3,1,0,0
2006,Howie Dickenman,Central Connecticut,NEC,18,11,0.621,0,0,0,1996-97,156,133,0.54,2,0,0,0,156,133,0.54,2,0,0,0
2006,John Giannini,La Salle,A-10,18,10,0.643,0,0,0,2004-05,28,29,0.491,0,0,0,0,153,140,0.522,0,0,0,0
2006,Frank Haith,Miami (FL),ACC,18,16,0.529,0,0,0,2004-05,34,29,0.54,0,0,0,0,34,29,0.54,0,0,0,0
2006,Brad Holland,San Diego,WCC,18,12,0.6,0,0,0,1994-95,182,162,0.529,1,0,0,0,205,193,0.515,1,0,0,0
2006,Larry Reynolds ,Long Beach State,Big West,18,12,0.6,0,0,0,2002-03,39,75,0.342,0,0,0,0,39,75,0.342,0,0,0,0
2006,Randy Bennett,Saint Mary's,WCC,17,12,0.586,0,0,0,2001-02,85,68,0.556,1,0,0,0,85,68,0.556,1,0,0,0
2006,John Chaney,Temple,A-10,17,15,0.531,0,0,0,1982-83,516,253,0.671,17,5,0,0,516,253,0.671,17,5,0,0
2006,Homer Drew,Valparaiso,Mid-Cont,17,12,0.586,0,0,0,1988-89,285,226,0.558,7,1,0,0,285,226,0.558,7,1,0,0
2006,Tim Floyd,USC,Pac-10,17,13,0.567,0,0,0,2005-06,17,13,0.567,0,0,0,0,259,144,0.643,5,1,0,0
2006,Tom Herrion,College of Charleston,Southern,17,11,0.607,0,0,0,2002-03,80,38,0.678,0,0,0,0,80,38,0.678,0,0,0,0
2006,Rob Judson,Northern Illinois,MAC,17,11,0.607,0,0,0,2001-02,67,78,0.462,0,0,0,0,67,78,0.462,0,0,0,0
2006,Danny Kaspar,Stephen F. Austin,Southland,17,12,0.586,0,0,0,2000-01,93,76,0.55,0,0,0,0,93,76,0.55,0,0,0,0
2006,Lon Kruger,UNLV,MWC,17,13,0.567,0,0,0,2004-05,34,27,0.557,0,0,0,0,352,260,0.575,9,2,1,0
2006,Bob Leckie,St. Peter's,MAAC,17,15,0.531,0,0,0,2000-01,67,107,0.385,0,0,0,0,67,107,0.385,0,0,0,0
2006,Dave Loos,Austin Peay,OVC,17,14,0.548,0,0,0,1990-91,250,224,0.527,2,0,0,0,250,224,0.527,2,0,0,0
2006,Ritchie McKay,New Mexico,MWC,17,13,0.567,0,0,0,2002-03,67,52,0.563,1,0,0,0,150,141,0.515,1,0,0,0
2006,Rick Scruggs,Gardner-Webb,A-Sun,17,12,0.586,0,0,0,2002-03,49,68,0.419,0,0,0,0,49,68,0.419,0,0,0,0
2006,Billy Tubbs,Lamar,Southland,17,14,0.548,0,0,0,1976-77,121,89,0.576,2,2,0,0,609,317,0.658,12,6,1,0
2006,Riley Wallace,Hawaii,WAC,17,11,0.607,0,0,0,1987-88,316,252,0.556,3,0,0,0,331,279,0.543,3,0,0,0
2006,Bob Burton,Cal State Fullerton,Big West,16,13,0.552,0,0,0,2003-04,48,41,0.539,0,0,0,0,48,41,0.539,0,0,0,0
2006,Terry Carroll,Denver,Sun Belt,16,15,0.516,0,0,0,2001-02,75,74,0.503,0,0,0,0,75,74,0.503,0,0,0,0
2006,Bobby Collins,Hampton,MEAC,16,16,0.5,0,0,Lost Opening Round,2002-03,65,57,0.533,1,0,0,0,65,57,0.533,1,0,0,0
2006,Jimmy Collins,UIC,Horizon,16,15,0.516,0,0,0,1996-97,162,138,0.54,3,0,0,0,162,138,0.54,3,0,0,0
2006,Kermit Davis Jr,Middle Tennessee,Sun Belt,16,12,0.571,0,0,0,2002-03,68,50,0.576,0,0,0,0,139,100,0.582,2,0,0,0
2006,Pat Douglass,UC-Irvine,Big West,16,13,0.552,0,0,0,1997-98,138,120,0.535,0,0,0,0,138,120,0.535,0,0,0,0
2006,Dick Hunsaker,Utah Valley,Ind,16,13,0.552,0,0,0,2004-05,32,25,0.561,0,0,0,0,147,71,0.674,2,1,0,0
2006,Mike LaPlante,Jacksonville State,OVC,16,13,0.552,0,0,0,2000-01,79,94,0.457,0,0,0,0,79,94,0.457,0,0,0,0
2006,Dale Layer,Colorado State,MWC,16,15,0.516,0,0,0,2000-01,86,93,0.48,1,0,0,0,86,93,0.48,1,0,0,0
2006,Bart Lundy,High Point,Big South,16,13,0.552,0,0,0,2003-04,48,42,0.533,0,0,0,0,48,42,0.533,0,0,0,0
2006,Tim Miles,North Dakota State,Ind,16,12,0.571,0,0,0,2005-06,16,12,0.571,0,0,0,0,16,12,0.571,0,0,0,0
2006,Dan Monson,Minnesota,Big Ten,16,15,0.516,0,0,0,1999-00,116,101,0.535,1,0,0,0,168,118,0.587,2,1,0,0
2006,Byron Samuels,Radford,Big South,16,13,0.552,0,0,0,2002-03,50,65,0.435,0,0,0,0,67,101,0.399,0,0,0,0
2006,Brad Soderberg,Saint Louis,A-10,16,13,0.552,0,0,0,2002-03,60,61,0.496,0,0,0,0,76,71,0.517,1,0,0,0
2006,Reggie Theus,New Mexico State,WAC,16,14,0.533,0,0,0,2005-06,16,14,0.533,0,0,0,0,16,14,0.533,0,0,0,0
2006,Al Walker,Binghamton,AEC,16,13,0.552,0,0,0,2001-02,65,78,0.455,0,0,0,0,92,129,0.416,0,0,0,0
2006,Perry Watson,Detroit Mercy,Horizon,16,16,0.5,0,0,0,1993-94,243,156,0.609,2,0,0,0,243,156,0.609,2,0,0,0
2006,Dereck Whittenburg,Fordham,A-10,16,16,0.5,0,0,0,2003-04,35,54,0.393,0,0,0,0,102,104,0.495,1,0,0,0
2006,Jim Yarbrough,Southeastern Louisiana,Southland,16,12,0.571,0,0,0,2005-06,16,12,0.571,0,0,0,0,16,12,0.571,0,0,0,0
2006,Tevester Anderson,Jackson State,SWAC,15,17,0.469,0,0,0,2003-04,42,51,0.452,0,0,0,0,145,103,0.585,2,0,0,0
2006,Murry Bartow,ETSU,A-Sun,15,13,0.536,0,0,0,2003-04,52,38,0.578,1,0,0,0,155,121,0.562,2,0,0,0
2006,Mike Burns,Eastern Washington,Big Sky,15,15,0.5,0,0,0,2004-05,23,35,0.397,0,0,0,0,23,35,0.397,0,0,0,0
2006,Steve Cleveland,Fresno State,WAC,15,13,0.536,0,0,0,2005-06,15,13,0.536,0,0,0,0,153,121,0.558,3,0,0,0
2006,Larry Davis,Furman,Southern,15,13,0.536,0,0,0,1997-98,124,139,0.471,0,0,0,0,124,139,0.471,0,0,0,0
2006,Ed DeChellis,Penn State,Big Ten,15,15,0.5,0,0,0,2003-04,31,57,0.352,0,0,0,0,136,150,0.476,1,0,0,0
2006,Matt Doherty,Florida Atlantic,A-Sun,15,13,0.536,0,0,0,2005-06,15,13,0.536,0,0,0,0,90,71,0.559,1,0,0,0
2006,Mick Durham,Montana State,Big Sky,15,15,0.5,0,0,0,1990-91,246,213,0.536,1,0,0,0,246,213,0.536,1,0,0,0
2006,Dennis Felton,Georgia,SEC,15,15,0.5,0,0,0,2003-04,39,49,0.443,0,0,0,0,139,103,0.574,3,0,0,0
2006,Bruiser Flint,Drexel,CAA,15,16,0.484,0,0,0,2001-02,83,65,0.561,0,0,0,0,169,137,0.552,2,0,0,0
2006,Jerome Jenkins,Sacramento State,Big Sky,15,15,0.5,0,0,0,2000-01,66,104,0.388,0,0,0,0,66,104,0.388,0,0,0,0
2006,James Jones,Yale,Ivy,15,14,0.517,0,0,0,1999-00,90,106,0.459,0,0,0,0,90,106,0.459,0,0,0,0
2006,Ernie Kent,Oregon,Pac-10,15,18,0.455,0,0,0,1997-98,164,112,0.594,3,1,0,0,254,192,0.57,4,1,0,0
2006,Tod Kowalczyk,Green Bay,Horizon,15,16,0.484,0,0,0,2002-03,59,58,0.504,0,0,0,0,59,58,0.504,0,0,0,0
2006,Fran McCaffery,Siena,MAAC,15,13,0.536,0,0,0,2005-06,15,13,0.536,0,0,0,0,154,139,0.526,2,0,0,0
2006,Ernie Nestor,Elon,Southern,15,14,0.517,0,0,0,2003-04,35,55,0.389,0,0,0,0,103,136,0.431,1,0,0,0
2006,Jimmy Patsos,Loyola (MD),MAAC,15,13,0.536,0,0,0,2004-05,21,35,0.375,0,0,0,0,21,35,0.375,0,0,0,0
2006,Clifford Reed,Bethune-Cookman,MEAC,15,15,0.5,0,0,0,2001-02,50,80,0.385,0,0,0,0,50,80,0.385,0,0,0,0
2006,Mark Schmidt,Robert Morris,NEC,15,14,0.517,0,0,0,2001-02,65,79,0.451,0,0,0,0,65,79,0.451,0,0,0,0
2006,Bob Williams,UCSB,Big West,15,14,0.517,0,0,0,1998-99,122,111,0.524,1,0,0,0,122,111,0.524,1,0,0,0
2006,Jim Wooldridge,Kansas State,Big 12,15,13,0.536,0,0,0,2000-01,83,90,0.48,0,0,0,0,181,189,0.489,1,0,0,0
2006,Rod Barnes,Ole Miss,SEC,14,16,0.467,0,0,0,1998-99,141,109,0.564,3,1,0,0,141,109,0.564,3,1,0,0
2006,Jim Baron,Rhode Island,A-10,14,14,0.5,0,0,0,2001-02,67,82,0.45,0,0,0,0,273,284,0.49,2,0,0,0
2006,Ben Betts Jr,South Carolina State,MEAC,14,16,0.467,0,0,0,1994-95,52,41,0.559,0,0,0,0,52,41,0.559,0,0,0,0
2006,Bill Carmody,Northwestern,Big Ten,14,15,0.483,0,0,0,2000-01,82,95,0.463,0,0,0,0,174,120,0.592,2,0,0,0
2006,Houston Fancher,Appalachian State,Southern,14,16,0.467,0,0,0,2000-01,81,97,0.455,0,0,0,0,81,97,0.455,0,0,0,0
2006,Mike Gillespie,Florida A&M,MEAC,14,17,0.452,0,0,0,2001-02,69,80,0.463,1,0,0,0,69,80,0.463,1,0,0,0
2006,Greg Graham,Boise State,WAC,14,15,0.483,0,0,0,2002-03,66,59,0.528,0,0,0,0,66,59,0.528,0,0,0,0
2006,Seth Greenberg,Virginia Tech,ACC,14,16,0.467,0,0,0,2003-04,45,44,0.506,0,0,0,0,258,214,0.547,2,0,0,0
2006,Brian Gregory,Dayton,A-10,14,17,0.452,0,0,0,2003-04,56,37,0.602,1,0,0,0,56,37,0.602,1,0,0,0
2006,Steve Hawkins,Western Michigan,MAC,14,17,0.452,0,0,0,2003-04,60,35,0.632,1,0,0,0,60,35,0.632,1,0,0,0
2006,Johnny Jones,North Texas,Sun Belt,14,14,0.5,0,0,0,2001-02,63,78,0.447,0,0,0,0,78,94,0.453,0,0,0,0
2006,Don Maestri,Troy,Sun Belt,14,15,0.483,0,0,0,1993-94,197,174,0.531,1,0,0,0,197,174,0.531,1,0,0,0
2006,Eddie McCarter,UT Arlington,Southland,14,16,0.467,0,0,0,1992-93,179,211,0.459,0,0,0,0,179,211,0.459,0,0,0,0
2006,Steve McClain,Wyoming,MWC,14,18,0.438,0,0,0,1998-99,140,100,0.583,1,0,0,0,140,100,0.583,1,0,0,0
2006,Jeff Neubauer,Eastern Kentucky,OVC,14,16,0.467,0,0,0,2005-06,14,16,0.467,0,0,0,0,14,16,0.467,0,0,0,0
2006,Tic Price,McNeese State,Southland,14,14,0.5,0,0,0,2001-02,74,68,0.521,1,0,0,0,167,122,0.578,2,0,0,0
2006,Steve Shields,Little Rock,Sun Belt,14,15,0.483,0,0,0,2003-04,49,37,0.57,0,0,0,0,49,37,0.57,0,0,0,0
2006,Kirk Speraw,UCF,CUSA,14,15,0.483,0,0,0,1993-94,209,178,0.54,4,0,0,0,209,178,0.54,4,0,0,0
2006,Derek Waugh,Stetson,A-Sun,14,18,0.438,0,0,0,2000-01,70,98,0.417,0,0,0,0,70,98,0.417,0,0,0,0
2006,Larry Wright,Grambling,SWAC,14,13,0.519,0,0,0,1999-00,69,128,0.35,0,0,0,0,69,128,0.35,0,0,0,0
2006,Rich Zvosec,Kansas City,Mid-Cont,14,14,0.5,0,0,0,2001-02,72,71,0.503,0,0,0,0,110,119,0.48,0,0,0,0
2006,Cy Alexander,Tennessee State,OVC,13,15,0.464,0,0,0,2003-04,34,53,0.391,0,0,0,0,310,253,0.551,5,0,0,0
2006,Paul Biancardi,Wright State,Horizon,13,15,0.464,0,0,0,2003-04,42,44,0.488,0,0,0,0,42,44,0.488,0,0,0,0
2006,Milan Brown,Mount St. Mary's,NEC,13,17,0.433,0,0,0,2003-04,30,56,0.349,0,0,0,0,30,56,0.349,0,0,0,0
2006,Bret Campbell,UT-Martin,OVC,13,15,0.464,0,0,0,1999-00,78,119,0.396,0,0,0,0,78,119,0.396,0,0,0,0
2006,Dick Davey,Santa Clara,WCC,13,16,0.448,0,0,0,1992-93,230,180,0.561,3,0,0,0,230,180,0.561,3,0,0,0
2006,Mike Deane,Wagner,NEC,13,14,0.481,0,0,0,2003-04,39,47,0.453,0,0,0,0,357,241,0.597,4,0,0,0
2006,Steve Donahue,Cornell,Ivy,13,15,0.464,0,0,0,2000-01,58,105,0.356,0,0,0,0,58,105,0.356,0,0,0,0
2006,Travis Ford,UMass,A-10,13,15,0.464,0,0,0,2005-06,13,15,0.464,0,0,0,0,74,95,0.438,1,0,0,0
2006,Dwight Freeman,Norfolk State,MEAC,13,18,0.419,0,0,0,2002-03,52,64,0.448,0,0,0,0,98,129,0.432,0,0,0,0
2006,Larry Harrison,Hartford,AEC,13,15,0.464,0,0,0,2000-01,67,107,0.385,0,0,0,0,67,107,0.385,0,0,0,0
